breath_ids,R,C,m_u_in,q_u_in,m_u_out,q_u_out,m_pressure,q_pressure
148,50,10,-0.627586555937512,3.279187855644647,3.583992459539968,-4.387057482814503,1.712044550044049,4.787830588906654
463,50,10,-2.730341695467989,11.496348651324867,3.5980943797891185,-4.875283862177274,5.452311677836793,14.032851614737082
471,20,20,-1.1012242363556006,10.255015772333854,3.589597364806948,-4.547209213742605,2.9888939958281715,7.08478856513968
496,20,20,-17.10135369945869,54.39589825365896,3.5900412844154244,-4.54881661950235,2.781362935991756,18.63630522318597
1238,50,50,-4.046307639606464,34.687972375171306,3.5981683352545537,-4.872868892058087,1.09470120183871,27.02842709123733
1342,50,50,-6.175261638330198,24.47672933779776,3.5948644400228567,-4.713285506644716,0.6845099287583689,22.626326529665427
1580,20,20,-1.5204424609411895,17.320873138391427,3.584283239477632,-4.382057591700601,4.355513315991316,9.740971938867256
1645,20,50,0.935860637731019,10.442244763939067,3.584131917584036,-4.38757546246712,4.328470069986627,8.222131994813305
1959,5,20,-4.854004504201337,22.65053703613003,3.584180301211528,-4.38912726714304,4.8388802678845,7.930797617794301
2122,5,20,-2.55449232461021,41.04554616339323,3.598207210042586,-4.874692296313349,9.016447502734572,8.302497476373262
2142,20,20,0.8922775515707833,20.619025364233096,3.584066648026379,-4.385212416822631,5.93145909819311,10.606715137344423
2366,50,10,-1.869042081574929,8.917771160325245,3.589991311482618,-4.556426917364235,4.860039178070342,4.829055734885658
2866,20,10,-3.099113867588371,14.491351542655709,3.5943656507902144,-4.711255189097828,6.662936011142981,9.11272755066214
3175,20,10,-4.391187126030625,10.694322005245157,3.5896348061537133,-4.546471170576428,1.6804431162227125,11.500785693377106
3749,5,50,-22.554217834186165,105.43210193797344,3.584628940307792,-4.383703142027192,6.394438053199085,11.818428757018992
3997,5,20,6.666655795719178,11.383665605572324,3.5977157165425457,-4.875093712991518,7.067109675166442,5.516329305417091
4519,5,20,1.101570785865959,3.1717474157733445,3.5943614117912874,-4.71329629051993,2.677141620485721,5.729187500379058
4818,20,50,0.2102091986970501,6.620828670468958,3.58380809870901,-4.386703092001586,2.83191633356152,7.156238260253502
4900,20,50,1.9679529344740705,10.925752358502043,3.5900190043255336,-4.548693361109227,3.0654226932022146,8.211366625912548
4935,5,20,1.894919337676824,2.4707660622674106,3.5984971900373086,-4.870446437653834,3.844973821605434,2.9928372807573127
5156,20,10,-2.436904175667093,5.914749896438233,3.5891606070714923,-4.55333205624708,0.7319060849390716,8.326210862107944
5518,50,10,-2.601971423978559,11.894996388027057,3.5941941162491977,-4.7146712218146485,5.461071592599016,7.737774784653619
6336,5,10,-5.188034339023624,17.430546451622188,3.5844173066757485,-4.38558283632881,5.5414859469700986,9.250375314937376
6357,5,20,-8.618063948155315,23.64943024821127,3.594280401019082,-4.714976010281449,2.543585053599633,9.785423314548275
6397,5,10,-6.785825559137804,15.782657587971029,3.589831783417373,-4.549493704981922,1.2077260083754164,12.258492106202546
7240,50,50,6.873154323532869,2.4394447599333646,3.5837540679326745,-4.379061444810665,8.922050155462935,5.270098112283303
7253,5,50,-22.27928101433416,92.68716158416592,3.5944802656681163,-4.711736112062613,4.8717917723900905,12.361061640005556
7554,50,20,1.0973117448577454,9.984387613793851,3.583450452754579,-4.390237005324786,6.576280492810076,14.519343011077202
7754,50,50,2.1651951903830784,9.273901706141888,3.593951199466092,-4.717850644532775,7.657040735257114,11.711296193097905
7833,50,50,1.0504366835452186,1.952172709661362,3.5942164731464312,-4.714496098663767,1.0388891182516042,7.057214378422008
7993,5,10,-3.7898176404269592,8.759290967585972,3.5903152846011395,-4.542785931612055,0.7531771367959151,8.653440050424773
8086,5,50,7.140255158909662,21.4910946587304,3.589593646396812,-4.552927492818622,5.016725392387197,5.453680466011356
8638,50,20,-0.908143994174458,8.372827713890771,3.5944266331733954,-4.712559116741172,3.3709865185100703,11.609822429982588
9376,50,10,-0.2317686887535054,7.006480861215589,3.5898017976146583,-4.553115756188461,6.493560452947814,4.725609060288271
9465,5,50,-1.6634495982563124,56.070072931216224,3.5901028863633133,-4.548280052968735,6.013939554441412,7.677534810802483
9852,20,20,0.955222970641386,3.0012314627289456,3.598263005353904,-4.873291828514759,4.736713354278882,4.601476196130365
10206,5,10,-16.743109410412337,39.30498111185472,3.590246513967942,-4.546990835053299,3.231075181791378,17.960011901526848
10362,5,20,-2.7366354696720503,40.21873984791001,3.593844463310877,-4.717816376432616,8.232576457612748,8.712658529596796
10623,5,50,-7.216401342440047,42.60624841824063,3.593742429601041,-4.715236183897939,3.767999064248943,8.22296567278738
11033,5,10,-8.699730734741788,27.479228654445528,3.5842349804059,-4.386291479893659,8.159765485089965,9.970054422325356
11141,5,20,-15.901529925904242,78.90709370254486,3.5941772853225933,-4.714385533818281,6.058780501981311,10.471028024856082
11317,20,50,-3.603287511970286,13.416402681737893,3.5900472653045097,-4.549047427219114,0.6232456754064123,8.063934129231654
11458,5,10,-10.890094737022672,26.218978693072604,3.589794383185355,-4.551648641070659,3.325234673444546,13.980161161842611
12046,5,20,1.8679428183324929,5.129361081532302,3.598134087261433,-4.876454365925617,4.525790610706978,5.48391144114172
12799,20,50,7.752670325562305,20.815526081498103,3.5976335231389664,-4.87578643905359,6.764031233941946,9.81790961680982
12940,5,50,5.484121160452719,4.733134161499831,3.5943078289696047,-4.71562898626178,2.8928456658401625,5.218877427900928
13285,5,10,-20.40747520869869,48.24221047384776,3.5898355335830825,-4.545323682958285,4.211463086203784,20.999492606091383
13289,50,20,1.898852961816036,-0.4479282250025998,3.5940160909049914,-4.7202540140870495,1.35020514102687,5.590643496571564
13623,20,10,-7.336579120684537,18.75354310086661,3.5896085056830342,-4.5502761725484016,4.29318272841057,14.8707820721659
13840,50,50,1.7078912121466794,10.58507132345976,3.584017384826416,-4.383663437587622,6.593110539330991,13.343342713872469
14450,50,10,-7.05102537634926,19.349562610845886,3.597862927478825,-4.874966432147642,2.451491572934335,19.038051061395617
14570,50,10,-16.638440362124907,45.70899166263798,3.5979332261573687,-4.876280902353869,1.9561020893219705,31.42645597055459
15727,50,20,0.4089048490138307,1.3388897961641426,3.598061108660871,-4.873943776448711,1.2024191073784511,6.823294031273523
15790,20,10,-7.0813412135026335,24.815068736065623,3.5943534801507675,-4.714443125971345,8.138899131208923,11.194482512906571
15846,20,50,0.3049823963032889,2.8330601045284483,3.590082206298156,-4.545852407724215,0.5839956049499988,5.620908347651329
16339,20,50,0.6819021705505192,10.129193013902714,3.5900133788615927,-4.551041393425513,2.25140069810237,7.290974714058279
16386,20,20,-0.1695890757123221,18.46862452966432,3.584226997117401,-4.3828616669022855,5.440911252516735,9.878959370093218
16503,50,50,-0.8224762595012792,9.455151958898398,3.598690488903598,-4.871460846228976,1.3129145916146612,11.401370148290471
16574,5,50,-1.0735991361723474,21.52219138385133,3.584180039883761,-4.387013457454456,3.036698898747518,7.0607061791247965
16861,20,10,-5.738591796320154,14.682413419633493,3.5896917979759007,-4.553440792748193,2.5516290429917405,13.734453613363092
18024,50,50,0.428126209261451,1.9842718258049576,3.597988307253457,-4.875971492909183,0.4272596715933304,5.472014067515291
18498,50,10,-6.634681925293344,17.606604110139823,3.59813062792374,-4.876763826947707,0.8739439309309949,18.18733698094568
18654,20,50,2.9725178023015726,24.759593295989937,3.5943123999163715,-4.712996325235991,5.292701999711029,10.404560618564686
18866,50,10,-0.8324765263166707,4.069571195856613,3.5849505361734515,-4.387651721142867,1.4457924216175304,9.572272867342852
18911,50,10,-2.8424417968226026,14.00573866937448,3.589313201906226,-4.553979377178813,8.060754293514822,6.620672010958292
18944,20,50,1.856023946871733,1.290321230743767,3.594558262182452,-4.715305741070055,1.7904154366566805,5.46324322118241
18979,20,50,1.1702673542432809,2.0814454145168826,3.58385514435463,-4.389844254761644,1.0303610320668484,6.6081270157647545
19204,20,50,0.8307532622076614,43.3544648178666,3.589994233151634,-4.546023517182532,6.281866554579512,14.78139320681057
20135,50,10,-1.4052665694856985,6.9929198103150805,3.589488167553868,-4.550536746486522,3.655737408210634,5.45111511888398
20382,50,10,0.7867707005542867,2.161639646110283,3.583593015428744,-4.386742991672303,3.652942303974876,6.82680777140834
20683,5,20,-24.207494322314343,76.15302761678339,3.5978200333473094,-4.874912791375315,7.243552356904248,11.620783331366594
22521,20,20,-3.776508910758922,23.1007547493104,3.5941881102063085,-4.71371571299136,7.744792874332481,11.99697712965895
23364,20,10,-14.69980850196178,37.43410209015112,3.5895964978229538,-4.550403141488481,5.280309365713837,19.88373743988256
23571,5,20,-23.53529798701881,89.83681107035466,3.597947303279636,-4.876112114607884,5.798630944295254,11.717062893754123
24171,5,10,-1.4547747203575023,6.522487758297047,3.5899904058295817,-4.540553874260792,4.495851426699885,5.218148163649282
24354,5,20,-2.4886375636499585,31.25483552581358,3.594945492954358,-4.710758831009496,7.092124240719751,8.274609952838052
24663,20,20,-15.559143689432473,46.79554174689119,3.584122525321688,-4.385415318786444,2.776882608529636,16.870706563066285
26623,5,10,-2.779075105050627,11.096367578384074,3.5899467388851187,-4.549433503687146,3.743548657735925,7.665109420220974
26708,50,50,4.019022440277735,2.352216028488747,3.584304203924122,-4.384863666884642,5.965739495965157,5.820950279377697
27484,20,10,-0.7998372871203362,3.452414278276423,3.5900899137515583,-4.552530589907996,1.0982430167802943,6.149162974391628
27760,5,10,-1.387165200327926,3.7370559716649874,3.5906736811518107,-4.547934336265249,0.9448815815828784,7.644694818553655
28024,5,10,0.9371738552306752,1.0518688904481044,3.589463749437486,-4.549493838904037,3.702693974847353,4.121269486031855
28088,20,50,-4.840216048571242,20.258168342408275,3.5899762766647947,-4.551996494238901,1.497261954724233,9.798495367411451
28759,20,10,-6.85986649480631,18.62652319071896,3.5900439959894417,-4.5507817501344485,4.820195376812032,12.284892142282777
28836,5,50,-0.7339326957335921,5.278932577542001,3.5943969610443864,-4.711405931667219,0.7617411184380519,6.656062834889364
29054,5,20,-4.018968441876762,26.034650021244133,3.583542169468481,-4.38596293185558,5.355482571189046,7.660715253941964
29285,20,20,-19.60574156094672,75.40004595284566,3.5847805674445934,-4.380396379231311,4.45557183568096,24.47407929092855
29719,50,50,0.3274765176205981,4.009407684763101,3.5948705518647026,-4.710608845970533,2.753225934255905,7.753749294287213
29744,20,50,4.718414733480609,28.363703308486297,3.5948459459838262,-4.711964633350083,6.363032874677888,11.38341829016473
29814,20,20,-16.454561318149572,43.28608266366542,3.59734203393864,-4.883090862292264,2.364056852269579,19.81780672915326
30903,5,10,-2.125733922851401,7.304835784752231,3.594309851786313,-4.70753711078825,2.297451018585265,8.213650003695074
31035,50,50,-0.1563644476396078,9.002241880833909,3.598111509022157,-4.874500152365031,2.5864753147150936,13.178350873492844
31261,5,50,0.6412015622597387,3.276300101317951,3.5840782914229714,-4.384469591058363,0.7755916322578158,6.128244367099736
31528,5,50,-3.45696207135628,34.91275180991412,3.593864206551364,-4.716286651892266,3.828689903215294,7.683918722862152
31951,5,20,-4.639960282837305,16.434563714210366,3.598407516391755,-4.878897920677268,3.182191719130058,7.975044112749879
32396,20,50,1.9223879926070024,20.18635852975317,3.594528244994359,-4.707659203489954,4.683035806951529,9.71228274587076
32414,20,10,-3.3996068039176905,10.812567391798172,3.594491743494673,-4.719420543611032,4.522024036287936,8.283406889043702
32445,20,10,-2.2165995935125413,9.17715834996249,3.594407640966652,-4.712704159374453,5.360192700133679,6.835891378591469
32460,5,10,-1.1857034659258907,5.246318268087959,3.590569318566197,-4.546905972290411,3.1038864754423665,6.8311425812329984
32592,20,50,-11.633466217093002,49.41737997985992,3.5845282011654973,-4.382193720013633,1.3653998883932306,15.900321843050998
32855,20,50,0.5604516190005585,14.978947603205622,3.5842029013569503,-4.387574882977959,5.800291465102559,8.565116787893928
33412,50,20,-0.7278571165035925,6.560885163272471,3.5977573924566566,-4.875740377987739,1.743662641158798,10.51440938054424
33569,50,10,-1.746744604277171,5.487933479471167,3.598126120318629,-4.8749566601226135,1.735955101343792,11.077647795683548
33602,5,50,0.8028368796183144,16.880443231142134,3.589944014483938,-4.551746114700113,2.9760328926231185,6.794283841353397
33717,50,10,-11.030518462175795,26.89444832943841,3.5895483586091346,-4.551339967694622,0.9210080339882464,18.050444714806744
33722,50,20,-2.406423453305732,6.921681267302849,3.598102406609785,-4.874452967867466,0.0090629674944299,10.161474927624653
34234,5,10,-17.357596153339795,52.32843472741689,3.5902558230649584,-4.545625518514937,14.314710710094271,12.598954770426449
35071,5,20,1.2906760335097534,0.0291515904347134,3.5944555980793687,-4.712795553606154,0.8898955672381151,6.303768096759787
35351,5,10,-4.85952751739072,15.753027647605354,3.5938974694638834,-4.713550522979775,6.005696624028883,8.48455129201864
35694,50,10,-2.4871768493614086,9.221812226032434,3.5896322598856365,-4.554664335426808,3.436953840324976,5.346607551255568
35947,20,20,-19.84423777165825,76.93296027676253,3.5842093231294614,-4.383015309926682,4.192648783514401,24.69606666456572
35982,50,50,-0.8747939270080212,12.343040250846856,3.5980583226802034,-4.877131119754574,3.4525017172519568,15.143593539375257
36224,5,20,-9.17560549014446,46.908792000126425,3.597946589472546,-4.875819501821837,7.828909709368548,8.957233888086733
36355,5,50,-6.852155932573427,28.625694549687463,3.583949537620107,-4.387160392444622,2.526961176948832,7.89153779651582
36538,20,50,-8.610175134630563,45.83251514302922,3.589343083318381,-4.552820904991431,3.4682106028168778,15.154163344317546
37111,5,20,1.0334461745386192,18.065790562984404,3.597754990423908,-4.875760241976286,3.748687323170195,5.984537763517053
37146,50,10,0.9907706652309822,4.842593292564513,3.58367284772476,-4.375557573360455,7.0332781535604,8.221394712108227
37251,5,10,-15.577038224387277,37.084544048494045,3.5941788692508667,-4.712293401554861,3.3126274739280235,16.160476428212124
37263,50,20,0.9008005309739704,-0.006558705219094,3.584428265914686,-4.384151168764541,1.0097006577226388,6.0036253072094965
37489,50,10,-3.824305751477653,11.361783113089672,3.598034841784208,-4.875117760285254,1.9326631168384496,15.772860047753102
38311,5,50,-27.507896840659075,116.70639892201304,3.584184974562727,-4.385931528916535,6.562177254147112,13.693781699033996
38395,50,50,-0.4376667284747154,9.819598880345715,3.5941889566712275,-4.71538384960329,2.5225941230527003,12.996359656942648
38723,5,10,-21.718042228585723,51.23498736626103,3.584535328188244,-4.382531108119274,4.402894716221501,20.178742581839582
38758,20,20,0.2620930324224483,20.00142225021682,3.5980840099688702,-4.877379614951034,8.928946213996792,10.383891064810072
38868,5,50,-12.868104215636514,54.88328294074984,3.583719342703509,-4.385571460805064,3.690342326153767,8.82768473747378
39285,20,10,-14.728331313068036,35.230982667333976,3.590021742422409,-4.552696635267391,2.266392204074465,19.801015646492026
39432,50,20,1.1740253475738354,0.036454812939732,3.594486895529577,-4.714645964114276,1.000657569927898,5.879619692862233
40107,50,10,-14.11491617769576,36.575117178784325,3.597926604897516,-4.875610427355436,0.4875735268243902,29.56501289902107
40335,50,50,-7.19208357582382,42.929631801183454,3.597943534835533,-4.874077210469296,2.7570852931609555,28.573885447605363
40383,50,20,-0.2089058550605061,4.099867054283019,3.5980808402880933,-4.873641953376339,2.078988805477311,7.343686040242588
40386,50,10,-0.1226976372222064,5.891871726511026,3.58386435697878,-4.382630883231794,5.296426917538095,8.94553164132803
40515,50,10,1.8668676926786207,6.976703383735824,3.594222319520873,-4.710450970847007,9.596650797616098,4.227304274986615
